yor_Latn	sentiment
Ìgbà kan wà tí mo rí i pé ó ń ṣe mí bíi pé mo ti ń ṣe nǹkan kan.	negative
Bó ti wù kó rí, o ò lè mọ ibi tó o wà tàbí irú ẹni tó o jẹ́, torí pé ó ti pọ̀ jù láti fi hàn pé o ò lè mọ ohun tó o fẹ́ ṣe.	negative
Fìlíìmù yìí máa ń súni gan-an fún sinimá.	negative
kò dára	negative
A pe èyí ní ìfọ̀tínà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àtìgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-àgbà-à-àgbà-àgbà-à-àgbà-à-àgbà-àgbà-à-àgbà-àgbà-à-à	negative
Ṣé ẹnì kan rán ìwé ìpilẹ̀ṣẹ̀ Netflix tí kò tọ́ sí Nàìjíríà lọ bí ẹni pé ó jẹ́ aṣọ ìbọ̀n tí àwọn tó pàdánù nínú ìdíje Super Bowl ń wọlé?	negative
"Àwọn ìtàn tó ń sọ ìtàn tó lágbára àti eré tó ń kó ìtìjú báni ni àwọn àmì tó ń fi hàn pé ẹni tó ń ṣe bíi pé òun kò dáa yìí ń ṣe nǹkan - èyí lè máa ṣe é bíi pé ó ń ṣe àdàkàdekè, àmọ́, fíìmù yìí dà bí fíìmù tí wọ́n fi ń ṣe ""Isoken""."	negative
Àwàdà ni fíìmù yìí.	negative
Ó burú gan-an! Ó dájú pé èyí ni fíìmù tó burú jù lọ tí mo ti rí láyé mi!	negative
Àwọn ìṣẹ̀lẹ̀ tó wáyé nínú eré náà kò burú, ọkàn rẹ̀ sì wà ní ibi tó yẹ, àmọ́ ó máa ń dun gan-an láti wo àwọn nǹkan tó ń ṣẹlẹ̀ láwọn ibì kan.	negative
Bó tilẹ̀ jẹ́ pé iṣẹ́ fíìmù náà dà bí ẹni pé ọ̀jáfáfá, má ṣe jẹ́ kí fíìmù yìí tàn ẹ́ jẹ.	negative
Kò sí orí, kò sí ẹrù, kò sí àkọsílẹ̀ tó dáa, kò sí àkókò tó pọ̀, kò sì sí ohun tó ń náni lówó lọ́wọ́.	negative
Àní àwọn ìràwọ̀ wọn ò ní irú ojú tí wọ́n fi ń wo fíìmù yìí	negative
Àwa èèyàn rẹ̀	negative
Ìdájọ́: Kò yẹ ká sọ pé ká ṣe é.	negative
Ó dùn mí gan-an pé àwọn tó ń ṣe eré náà (ìyẹn ọba àti Amina) máa ń ṣe àwọn nǹkan kan tó ń mú kí n rẹ́ mi lára yá, àmọ́ ó ṣòro fún mi láti mọ bí ẹni tó ń ṣe eré náà ṣe ń rí lára mi, torí pé ojúṣe rẹ̀ yẹ kó jẹ́ ojúṣe pàtàkì.	negative
Kò sí ẹni tó lè gbà á níyànjú, kódà àwọn ọmọdé pàápàá.	negative
Ẹ fi ọwọ́ rẹ̀ sí lára àwọn fíìmù tí kò dáa jù tí mo ti rí	negative
Ó burú jù lọ nínú fífi àwòrán tó ń darí ṣe nǹkan nígbà tí Ahannas ń rántí ìgbà tí wọ́n ń dáná sun ọkùnrin kan.	negative
Àdàn. . . . Àdàn kan sí i láti NETFLIX. Àkókò !!	negative
Ó ní àṣìṣe ńlá	negative
Mo ti ṣe àyẹ̀wò rẹ̀. Kò sí bí mo ṣe ń wo gbogbo nǹkan yìí.	negative
wàá kábàámọ̀ pé o ti ń wo fíìmù yìí.	negative
Àwọn Òtòṣì	negative
Ó jẹ́ ohun ìpilẹ̀ṣẹ̀ gan-an.	negative
Àwọn Mílíọ̀nù jẹ́ ìfọwọ́sowọ́pọ̀ tí kò lẹ́gbẹ́ nípa àwọn ìwé àfọwọ́kọ 'ìwọ̀n fíìmù Ocean' tí kò ní ìtìjú, èyí ò sì mú wa láàmú.	negative
"Gbarada' jẹ ""ìwé Yorùbá"" tí wọ́n ń ṣe ní ìlú Idumota, tí gbogbo ìwà òmùgọ̀ tó wà nínú fíìmù Nollywood yìí ń bá a lọ."	negative
Ojú ẹ̀ ń wò ó, ẹ̀mí ìbàjẹ́ ni àwọn òǹkọ̀wé náà ń hù.	negative
fíìmù tó burú jù lọ tí mo ti rí	negative
O kàn ń ṣe àbùkù	negative
Special Jollof' jẹ ẹ̀yẹ̀kàmàmà mìíràn láti Nollywood ní Diaspora. àti bí ó ti ṣe wọ́pọ̀; ó jẹ́ kí ìtàn yéyé àti ọ̀pọ̀ eré ìdárayá tó ní ọkàn tó fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ	negative
Mo lè sọ pé, bí Luna ṣe ń ṣe ìrì jẹ́ ìtàn tó ń kóni ní ìrẹ́jẹ ju bí bàbá àgbà ṣe ń ṣe ìrìírí méjì lọ.	negative
mi ò mọ iye àwọn jàǹbá ọkọ̀ òfuurufú tó wáyé ní nàìjíríà, fíìmù yìí sì jáde láàárín ọjọ́ márùn-ún	negative
Ó dájú pé fíìmù yìí á dára gan - an tí a bá ti ṣètò owó púpọ̀ sí i .	negative
Kò sí ọ̀nà tó lè yí pa dà, kò sì sí ọ̀nà tó lè mú kí ọ̀rọ̀ náà rọrùn láti lóye.	negative
Kò tó àkókò rẹ	negative
O jẹ ohun tí kò rí bẹ́ẹ̀ tí mo fi fi fi fíìmù sílẹ̀, mi ò lè parí èyí, mo fi í sílẹ̀ lẹ́yìn ọ̀kẹ́ mẹ́ta.	negative
níkẹyìn, ó mú kí fíìmù náà di èyí tó lágbára jù, tó máa ń múni gbóná janjan, tó sì máa ń múni ní ìbànújẹ́ tó lágbára.	negative
Ó ṣeni láàánú pé àwọn àpẹẹrẹ tá a mẹ́nu kàn yìí kò dá sí pé àwọn èèyàn ò fi bẹ́ẹ̀ kíyè sí àwọn kúlẹ̀kúlẹ̀.	negative
Ó dà bí ìgbà téèyàn ń dán àgò wáìnì wò, tí kò tíì dàgbà dénú, bóyá tí wọ́n fi àjàrà tí kò tíì pẹ́ ṣe.	negative
Fìlíìmù yìí kì í ṣe ohun tó dáa.	negative
fíìmù yìí máa ń dà bí ohun tó ń súni gan - an, ó sì máa ń bani nínú jẹ́ gan - an	negative
Àwọn ọ̀rọ̀ tí kò tọ́ ni wọ́n fi ń sọ pé, 'Ohun Tó Ṣàṣìṣe' jẹ́ ọ̀rọ̀ tí kò tọ́!	negative
Mo ní láti wo eré náà fún ìdí ìdánilẹ́kọ̀ọ́.	negative
Ó ń lọ pẹ́ gan-an, ńṣe ló ń sọ àkókò nù.	negative
Ó ń bú.	negative
Fíìmù yẹn kò dára fún Nollywood rárá.	negative
Mo rí àbùkù Nollywood nígbà tí mo ń wo Rattlesnake.	negative
Pẹ̀lú gbogbo àwọn àríwísí tó ń múni ṣeré àti àwọn eré tó ń gbéni ró tó máa ń yí pa dà láàárín ṣíṣe àṣejù àti ṣíṣe ìwàkiwà.	negative
Gbogbo èèyàn ló ń ṣe eré náà, ọ̀pọ̀ àwọn èèyàn ni kò sì tíì dàgbà dénú.	negative
Owó àti àkókò	negative
O ó kórìíra rẹ̀	negative
Ọ̀rọ̀ tó dára gan - an, ṣùgbọ́n ó jẹ́ ìgbẹ́jú àwọn wákàtí méjì tí kò ní láárí.	negative
Bó bá tiẹ̀ ṣeé ṣe, ńṣe ni 'Ìyáàfin' náà fi hàn pé òun ò lè ṣe ohunkóhun, torí pé kò mú ìlérí tó ṣe fún wọn ṣẹ.	negative
Oògùn tí kò dára, kò tó láti fi hàn, àwọn òṣèré kò lágbára, ọmọ ọdún méjìlá ló kọ ìwé náà, kò sì ní ìró rere.	negative
Bí wọ́n ṣe ń ṣe eré ìtàgé tó ń gbé àwọn èèyàn ró, tí wọ́n sì ń gbé ní Nàìjíríà nígbà ogun abẹ́lé tó wáyé ní ọdún 1960s, ó wá di àṣìṣe kan tó burú jáì nínú ìrìn àjò wọn, èyí tí wọ́n fi ń ṣe iṣẹ́ tó ní ìtẹ́lọ́rùn yìí kò sì lè dáàbò bò ó pátápátá.	negative
Àmọ́, kò sí ohun tó lè mú kí èyí súni.	negative
Ó burú gan-an, àmọ́ fíìmù náà ṣì ń gbádùn mọ́ni.	negative
Ó burú gan-an pé àwọn tó ń kópa nínú eré náà ṣe ohun tí kò dára.	negative
Ó máa ń gbádùn mọ́ni bó tilẹ̀ jẹ́ pé kò ní àṣìṣe kankan	negative
Fìlíìmù yìí dà bí àpò pọ̀ tó ní èrò tó ti ń gbéni ró, tó sì ní ìfẹ́ ọkàn tó ní í ṣe pẹ̀lú ohun tó ń ṣẹlẹ̀.	negative
Àkọlé fíìmù náà ò lè jẹ́ ohun táwọn akẹ́kọ̀ọ́ gíga máa ń ṣe gẹ́gẹ́ bí olùṣe amátì.	negative
Mo kórìíra fíìmù yìí gan-an	negative
Ó burú gan-an pé wọ́n ń ṣe eré náà, àmọ́ ohun tó ń kọ ọ́ tún burú ju ìyẹn lọ.	negative
Ó dára jù lọ kí àwọn tó ń ṣe eré náà máa ṣe ohun tí wọ́n bá fẹ́, àwọn tó ń ṣe eré náà á máa sọ ohun tó ń ṣẹlẹ̀, bí ẹni pé ńṣe ni wọ́n ń fi àwọn ọ̀rọ̀ wọn sọ àwọn ohun tó ń ṣẹlẹ̀.	negative
Gbogbo ohun tó wà nínú fíìmù yìí ló ń sọ nípa owó tó ń wọlé fún àwọn èèyàn	negative
O ti wá gbẹ́ láti jí àkókò rẹ!	negative
Ìwà òmùgọ̀ gbáà ló jẹ́.	negative
Níwọ̀n bí kò ti sí ohun tó lè múni ronú jinlẹ̀, kìkì nínú fífi oríṣiríṣi eré orí kọ́míkà tó ń gbé ní Nollywood nìkan ni ohun tó máa ń múni gbà gbọ́ gan-an.	negative
Ó dájú pé kò ní dùn mọ́ni nínú.	negative
Ó burú, ńṣe ni eré náà máa ń lọ láìdábọ̀, ó sì máa ń dà bíi pé kò sí ibi tí òun máa lọ nígbà míì.	negative
Òótọ́ ni pé orin kan ni, ó sì máa ń jẹ́ kó burú gan-an.	negative
Ìtàn àròsọ ni, eré náà sì burú gan-an, ìtàn náà sì jọni lójú gan-an.	negative
LMAO	negative
Ìjákulẹ̀ ńlá ni pé, 'Levi' jẹ́ eré tí kò ní ète kankan.	negative
"Ó ṣe kedere pé fíìmù náà kò ní àánú ara ẹni, àmọ́ ó mú kí ìrírí ""Igbẹ̀"" di èyí tí kò ní àánú fáwọn tó ń wò ó."	negative
Mo gbà pé ó máa dára gan-an kí fíìmù tó máa gba ìṣẹ́jú mẹ́wàá sí ọgbọ̀n [30] dín ní kí wọ́n lè fi dán omi wò.	negative
eré tí kò ní ète.	negative
Ìsapá tó dára, àmọ́ tó jẹ́ ti amateur láti mú kí olù wo nǹkan yí pa dà.	negative
Fojú inú wo bí wàá ṣe máa ṣe fíìmù tí kò ní àdàkàdekè, fíìmù yìí kò dára tó, tó o bá ti ń ronú pé kí ló ń lọ ní ìparí ìṣẹ́jú márùn-ún, wàá ṣì máa ronú pé kí ló ń lọ.	negative
Àkọlé náà kò dáa rárá.	negative
Wọn kàn ṣe àwọn àríyá, àwọn àríyá àti àwọn fídíò orí àwọn ìwé ìtàn òǹtè-àṣà tí wọn ò mọ̀ dáadáa tí wọ́n ti di aláwọ̀lé lórí àwọn ìkànnì àjọlò orí Íńtáné-èdè Nàìjíríà, wọ́n pe ó ní fíìmù tiwọn, wọ́n sì mú un wá sí sinimá. bí o bá jẹ́ ẹni tó ń ṣe àwọn nǹkan ńlá lórí ìkànnì àjọlò orí Íńtáné-èdè, o ti rí ọ̀pọ̀ lára wọn, ọ̀pọ̀ ìgbà ṣáájú. o kò sì ṣeé ṣe kó o rí wọn bí ohun tó ń ṣe àwọn olùṣẹ̀ṣẹ̀dá bíi mélòó kan níbí yìí, nítorí pé wọn ò lè ṣe dáadáa nínú fífi àríyá ṣe nǹkan, èyí sì mú kí 'Social Media 101' máa ṣe eré tó ń múni láyà, kí ìjíròrò tó ń jẹ́ òru àti ìsọfúnni tó ń bani nínú jẹ́ gan-an.	negative
"Ó dájú pé ọ̀rọ̀ náà ""ọ̀rònú"" ni wọ́n ń sọ."	negative
Mo tún rí fíìmù kan ní Nàìjíríà tí ọ̀pọ̀ èèyàn ti ń sọ nípa rẹ̀, àmọ́ tí kò sí nǹkan kan tí mo lè ṣe, mi ò ní sọ fún ẹnikẹ́ni pé kó ṣe é.	negative
Kò burú bẹ́ẹ̀ rárá, àmọ́ gbogbo ohun tó ń ṣẹlẹ̀ nínú fífi àkọlé ìwé àti fífi ìṣètò ṣe àbáyọ ni.	negative
Àkọlé fíìmù náà kò yéé yéni, kò sì sí àkọsílẹ̀ kankan nípa bí Laila ṣe fara hàn.	negative
Ìtàn tí kò dára gan-an ni wọ́n ń sọ... àti àtúnkọ ìtàn tó pọ̀ gan-an nítorí ohun tí wọ́n ń ṣe nínú fíìmù.	negative
Ó ń ṣe àṣìṣe, ó ń ṣe ohun tí kò tọ́, kò sì ní ìtumọ̀.	negative
Kò sí fíìmù tó dára rárá	negative
Ó máa ń dùn mí gan-an láti rí fíìmù yìí.	negative
ó sọ ìtàn kan tó wà ní pàtó kan tí ẹnì kan lè búra pé ọmọ ilé ìwé ìpilẹ̀ṣẹ̀ kan kọ ní kánjúkánjú fún ìfihàn eré ìdárayá ní Ọdún Ìṣàkóso Ọ̀dọ́ Ọ̀dọ́ Ọdún	negative
Tó o bá mọyì àkókò rẹ, sapá gan-an láti yẹra fún èyí.	negative
Ṣé fíìmù lè burú, àmọ́ ṣe pàtàkì?	negative
Bí mo bá jẹ́ ọ̀jọ̀gbọ́n nípa fíìmù tó ń gbìyànjú láti dá àwọn ọmọ iléèwé mi lẹ́bi, mi ò lè ronú nípa ẹni tó dára jù lọ tí mo lè fi ṣe ìfihàn tí wọ́n fẹ́.	negative
Ó ti pẹ́ gan-an, kò dára láti ṣe eré, kò sí ohun tó ṣe pàtàkì fún un	negative
Àwọn ìtàn tó ń sọni lọ́nà tó lágbára àti ìwà tí kò dára tó ń hù ló ń fi hàn pé ẹni tó ń ṣe bíi pé òun ò dáa ni.	negative
Báwo ni fíìmù kan tó ní irú àwọn nǹkan bẹ́ẹ̀ ṣe máa ń lọ lọ́nà tó ń múni lọ́ra tó sì ń múni lọ́ra tó báyìí?	negative
ìtàn yìí lè gba ìyìn látọ̀dọ̀ àwọn tó ń ṣe àríyànjiyàn, àmọ́ kò tó nǹkan, ó sì rọrùn láti gbàgbé rẹ̀.	negative
"fíìmù yìí kò ní ìtara tó ti tẹ́ńpìlì ""ojú kẹta"" tó wà ní ọdún 1990 tí Pa Olu Jacobs ń ṣe."	negative
Nolllywood ń bá a nìṣó láti máa fi ìtìjú bá wa	negative
"Ìwà ìyanu tí kò ṣeé já ní koro àti ìran ọ̀hún ni ""Jelili's Survival""."	negative
Nígbà tí fíìmù òpìtàn tó ń jẹ́ Chief Daddy parí, tí wọ́n fi ẹni tuntun kan hàn nínú ìran tó kẹ́yìn, ó dá lórí ìmúṣẹ ìmúṣẹ, àmọ́ Chief Daddy 2 mú kí ìparun ọdún kejì di ìsàlẹ̀.	negative
Kò yẹ kí èyí parí sí ibẹ̀... òǹkọ̀wé àfọwọ́kọ tí kò ní ọ̀ràn òpìn-ín.	negative
Kò sí ohun tó lè ṣe fún wọn, gbogbo èèyàn ló sì ń gbọ́ ìròyìn náà.	negative
Ìyẹn ò ní jẹ́ kéèyàn ráyè lo àkókò àti owó rẹ̀	negative
fíìmù yìí kò dára rárá, kódà àwọn ọmọdé pàápàá kò ní gbádùn rẹ̀.	negative
